Customer ID,Recency,Frequency,Monetary,Cluster,Persona,Recommended_Action
15770,613,1,321.45,1,at-risk,Re-engagement campaigns and special offers
15771,604,3,1006.54,1,at-risk,Re-engagement campaigns and special offers
15772,418,1,280.88,1,at-risk,Re-engagement campaigns and special offers
15773,6,2,774.52,0,Regular,Send targeted promotions to increase engagement
15774,69,6,1329.94,0,Regular,Send targeted promotions to increase engagement
15775,245,2,150.5,0,Regular,Send targeted promotions to increase engagement
15776,133,1,241.62,0,Regular,Send targeted promotions to increase engagement
15777,241,7,1762.61,0,Regular,Send targeted promotions to increase engagement
15778,431,1,307.95,1,at-risk,Re-engagement campaigns and special offers
15779,463,2,124.08000000000001,1,at-risk,Re-engagement campaigns and special offers
15780,184,3,475.28000000000003,0,Regular,Send targeted promotions to increase engagement
15781,25,3,345.46,0,Regular,Send targeted promotions to increase engagement
15782,10,4,4014.1,0,Regular,Send targeted promotions to increase engagement
15783,11,1,246.3,0,Regular,Send targeted promotions to increase engagement
15784,468,2,848.3299999999999,1,at-risk,Re-engagement campaigns and special offers
15785,33,16,5969.93,0,Regular,Send targeted promotions to increase engagement
15786,46,5,8514.82,0,Regular,Send targeted promotions to increase engagement
15787,26,3,948.05,0,Regular,Send targeted promotions to increase engagement
15788,509,1,221.82999999999998,1,at-risk,Re-engagement campaigns and special offers
15789,358,6,1962.01,1,at-risk,Re-engagement campaigns and special offers
15790,10,1,220.85,0,Regular,Send targeted promotions to increase engagement
15791,44,5,3608.34,0,Regular,Send targeted promotions to increase engagement
15792,400,2,933.84,1,at-risk,Re-engagement campaigns and special offers
15793,15,8,2399.57,0,Regular,Send targeted promotions to increase engagement
15794,736,2,777.0,1,at-risk,Re-engagement campaigns and special offers
15795,150,8,1979.8700000000001,0,Regular,Send targeted promotions to increase engagement
15796,1,17,5175.83,0,Regular,Send targeted promotions to increase engagement
15797,113,6,2821.08,0,Regular,Send targeted promotions to increase engagement
15798,493,3,1535.37,1,at-risk,Re-engagement campaigns and special offers
15799,76,4,1424.29,0,Regular,Send targeted promotions to increase engagement
15800,107,7,1242.58,0,Regular,Send targeted promotions to increase engagement
15801,46,3,1063.95,0,Regular,Send targeted promotions to increase engagement
15802,143,1,451.42,0,Regular,Send targeted promotions to increase engagement
15803,51,4,1929.66,0,Regular,Send targeted promotions to increase engagement
15804,1,13,4206.39,0,Regular,Send targeted promotions to increase engagement
15805,23,30,10189.23,0,Regular,Send targeted promotions to increase engagement
15806,46,3,784.58,0,Regular,Send targeted promotions to increase engagement
15807,50,5,1817.52,0,Regular,Send targeted promotions to increase engagement
15808,306,21,18409.93,0,Regular,Send targeted promotions to increase engagement
15809,36,7,1274.44,0,Regular,Send targeted promotions to increase engagement
15810,79,8,2999.04,0,Regular,Send targeted promotions to increase engagement
15811,22,7,3890.52,0,Regular,Send targeted promotions to increase engagement
15812,107,12,5201.47,0,Regular,Send targeted promotions to increase engagement
15813,208,2,1303.9099999999999,0,Regular,Send targeted promotions to increase engagement
15814,17,6,2634.44,0,Regular,Send targeted promotions to increase engagement
15815,64,5,2100.6,0,Regular,Send targeted promotions to increase engagement
15816,542,2,144.14999999999998,1,at-risk,Re-engagement campaigns and special offers
15817,421,3,2766.4,1,at-risk,Re-engagement campaigns and special offers
15818,588,1,340.5,1,at-risk,Re-engagement campaigns and special offers
15819,49,10,3934.79,0,Regular,Send targeted promotions to increase engagement
15820,320,1,206.98,1,at-risk,Re-engagement campaigns and special offers
15821,44,2,570.96,0,Regular,Send targeted promotions to increase engagement
15822,3,6,1840.06,0,Regular,Send targeted promotions to increase engagement
15823,372,3,3897.17,1,at-risk,Re-engagement campaigns and special offers
15824,453,2,890.94,1,at-risk,Re-engagement campaigns and special offers
15825,172,1,532.94,0,Regular,Send targeted promotions to increase engagement
15826,56,4,2598.28,0,Regular,Send targeted promotions to increase engagement
15827,73,28,3794.07,0,Regular,Send targeted promotions to increase engagement
15828,375,1,1108.82,1,at-risk,Re-engagement campaigns and special offers
15829,99,2,636.14,0,Regular,Send targeted promotions to increase engagement
15830,38,1,576.0,0,Regular,Send targeted promotions to increase engagement
15831,58,3,801.76,0,Regular,Send targeted promotions to increase engagement
15832,254,1,836.79,1,at-risk,Re-engagement campaigns and special offers
15833,738,1,80.4,1,at-risk,Re-engagement campaigns and special offers
15834,70,7,3772.9900000000002,0,Regular,Send targeted promotions to increase engagement
15835,44,4,954.09,0,Regular,Send targeted promotions to increase engagement
15836,50,1,137.37,0,Regular,Send targeted promotions to increase engagement
15837,65,2,777.01,0,Regular,Send targeted promotions to increase engagement
15838,11,34,74163.0,0,Regular,Send targeted promotions to increase engagement
15839,33,3,1048.49,0,Regular,Send targeted promotions to increase engagement
15840,59,2,355.56,0,Regular,Send targeted promotions to increase engagement
15841,73,9,2742.41,0,Regular,Send targeted promotions to increase engagement
15842,393,2,548.8,1,at-risk,Re-engagement campaigns and special offers
15843,304,1,118.95000000000002,1,at-risk,Re-engagement campaigns and special offers
15844,46,1,130.73999999999998,0,Regular,Send targeted promotions to increase engagement
15845,18,11,4426.28,0,Regular,Send targeted promotions to increase engagement
15846,385,1,107.01,1,at-risk,Re-engagement campaigns and special offers
15847,38,5,822.57,0,Regular,Send targeted promotions to increase engagement
15848,622,1,139.94,1,at-risk,Re-engagement campaigns and special offers
15850,19,6,1058.72,0,Regular,Send targeted promotions to increase engagement
15851,527,1,109.73,1,at-risk,Re-engagement campaigns and special offers
15852,187,3,257.26,0,Regular,Send targeted promotions to increase engagement
15853,52,1,110.8,0,Regular,Send targeted promotions to increase engagement
15854,4,21,5583.81,0,Regular,Send targeted promotions to increase engagement
15855,137,6,1052.72,0,Regular,Send targeted promotions to increase engagement
15856,4,52,34220.340000000004,0,Regular,Send targeted promotions to increase engagement
15857,19,2,570.48,0,Regular,Send targeted promotions to increase engagement
15858,16,13,3960.37,0,Regular,Send targeted promotions to increase engagement
15859,432,1,438.46,1,at-risk,Re-engagement campaigns and special offers
15860,41,17,2505.21,0,Regular,Send targeted promotions to increase engagement
15861,12,12,4401.79,0,Regular,Send targeted promotions to increase engagement
15862,8,13,2928.29,0,Regular,Send targeted promotions to increase engagement
15863,26,5,358.7,0,Regular,Send targeted promotions to increase engagement
15864,22,7,2180.76,0,Regular,Send targeted promotions to increase engagement
15865,41,5,2248.92,0,Regular,Send targeted promotions to increase engagement
15866,101,1,230.53,0,Regular,Send targeted promotions to increase engagement
15867,5,31,9063.95,0,Regular,Send targeted promotions to increase engagement
15868,583,1,94.53,1,at-risk,Re-engagement campaigns and special offers
15869,277,3,323.65999999999997,1,at-risk,Re-engagement campaigns and special offers
15870,33,4,862.61,0,Regular,Send targeted promotions to increase engagement
15871,437,1,33.099999999999994,1,at-risk,Re-engagement campaigns and special offers
15872,15,4,795.68,0,Regular,Send targeted promotions to increase engagement
15873,500,4,313.91999999999996,1,at-risk,Re-engagement campaigns and special offers
15874,64,21,11284.76,0,Regular,Send targeted promotions to increase engagement
15875,646,1,111.72,1,at-risk,Re-engagement campaigns and special offers
15876,409,2,1449.1399999999999,1,at-risk,Re-engagement campaigns and special offers
15877,2,2,493.28,0,Regular,Send targeted promotions to increase engagement
15878,562,2,330.77,1,at-risk,Re-engagement campaigns and special offers
15879,404,4,1157.3,1,at-risk,Re-engagement campaigns and special offers
15880,369,1,686.5600000000001,1,at-risk,Re-engagement campaigns and special offers
15881,312,5,501.39000000000004,1,at-risk,Re-engagement campaigns and special offers
15882,199,8,1495.98,0,Regular,Send targeted promotions to increase engagement
15883,2,2,396.48,0,Regular,Send targeted promotions to increase engagement
15884,432,2,249.70000000000002,1,at-risk,Re-engagement campaigns and special offers
15885,93,15,1951.82,0,Regular,Send targeted promotions to increase engagement
15886,60,4,1052.8700000000001,0,Regular,Send targeted promotions to increase engagement
15887,407,3,1027.15,1,at-risk,Re-engagement campaigns and special offers
15888,81,3,429.16,0,Regular,Send targeted promotions to increase engagement
15889,157,8,1806.28,0,Regular,Send targeted promotions to increase engagement
15890,395,5,535.65,1,at-risk,Re-engagement campaigns and special offers
15891,227,1,524.52,0,Regular,Send targeted promotions to increase engagement
15892,669,1,128.2,1,at-risk,Re-engagement campaigns and special offers
15893,482,1,305.28000000000003,1,at-risk,Re-engagement campaigns and special offers
15894,253,2,420.29,0,Regular,Send targeted promotions to increase engagement
15895,150,1,179.17,0,Regular,Send targeted promotions to increase engagement
15897,194,2,222.05,0,Regular,Send targeted promotions to increase engagement
15898,1,25,5596.31,0,Regular,Send targeted promotions to increase engagement
15899,369,1,112.5,1,at-risk,Re-engagement campaigns and special offers
15900,24,4,900.4,0,Regular,Send targeted promotions to increase engagement
15901,17,7,703.22,0,Regular,Send targeted promotions to increase engagement
15902,380,1,145.01,1,at-risk,Re-engagement campaigns and special offers
15903,10,12,8939.84,0,Regular,Send targeted promotions to increase engagement
15904,8,1,164.68,0,Regular,Send targeted promotions to increase engagement
15905,543,1,114.69,1,at-risk,Re-engagement campaigns and special offers
15906,20,10,2555.64,0,Regular,Send targeted promotions to increase engagement
15907,4,3,967.45,0,Regular,Send targeted promotions to increase engagement
15908,491,2,764.57,1,at-risk,Re-engagement campaigns and special offers
15909,174,1,191.94,0,Regular,Send targeted promotions to increase engagement
15910,1,15,2681.8,0,Regular,Send targeted promotions to increase engagement
15911,624,8,1702.34,1,at-risk,Re-engagement campaigns and special offers
15912,178,9,1074.7,0,Regular,Send targeted promotions to increase engagement
15913,534,1,6.300000000000001,1,at-risk,Re-engagement campaigns and special offers
15914,378,2,205.99,1,at-risk,Re-engagement campaigns and special offers
15915,402,1,429.21,1,at-risk,Re-engagement campaigns and special offers
15916,16,13,3427.17,0,Regular,Send targeted promotions to increase engagement
15917,248,5,560.63,0,Regular,Send targeted promotions to increase engagement
15918,191,3,582.88,0,Regular,Send targeted promotions to increase engagement
15919,20,2,910.61,0,Regular,Send targeted promotions to increase engagement
15920,154,9,571.64,0,Regular,Send targeted promotions to increase engagement
15921,173,4,802.11,0,Regular,Send targeted promotions to increase engagement
15922,373,1,739.0,1,at-risk,Re-engagement campaigns and special offers
15923,373,1,254.16,1,at-risk,Re-engagement campaigns and special offers
15924,731,1,102.82,1,at-risk,Re-engagement campaigns and special offers
15925,194,1,207.15,0,Regular,Send targeted promotions to increase engagement
15926,542,1,134.44,1,at-risk,Re-engagement campaigns and special offers
15927,647,1,123.39,1,at-risk,Re-engagement campaigns and special offers
15928,656,1,293.53,1,at-risk,Re-engagement campaigns and special offers
15929,644,1,594.0,1,at-risk,Re-engagement campaigns and special offers
15930,67,1,426.63,0,Regular,Send targeted promotions to increase engagement
15931,428,1,239.9,1,at-risk,Re-engagement campaigns and special offers
15932,4,8,2495.87,0,Regular,Send targeted promotions to increase engagement
15933,21,3,1107.46,0,Regular,Send targeted promotions to increase engagement
15934,418,2,2190.66,1,at-risk,Re-engagement campaigns and special offers
15935,239,2,416.86,0,Regular,Send targeted promotions to increase engagement
15936,379,2,282.79,1,at-risk,Re-engagement campaigns and special offers
15937,64,1,145.35,0,Regular,Send targeted promotions to increase engagement
15938,112,9,734.81,0,Regular,Send targeted promotions to increase engagement
15939,90,16,9060.39,0,Regular,Send targeted promotions to increase engagement
15940,311,1,35.8,1,at-risk,Re-engagement campaigns and special offers
15941,637,1,405.0,1,at-risk,Re-engagement campaigns and special offers
15942,134,1,337.44,0,Regular,Send targeted promotions to increase engagement
15943,650,2,271.28999999999996,1,at-risk,Re-engagement campaigns and special offers
15944,277,4,2164.24,1,at-risk,Re-engagement campaigns and special offers
15945,365,4,827.27,1,at-risk,Re-engagement campaigns and special offers
15946,503,3,2304.18,1,at-risk,Re-engagement campaigns and special offers
15947,83,1,1708.24,0,Regular,Send targeted promotions to increase engagement
15948,8,3,1509.0900000000001,0,Regular,Send targeted promotions to increase engagement
15949,17,2,364.72,0,Regular,Send targeted promotions to increase engagement
15950,32,10,7180.71,0,Regular,Send targeted promotions to increase engagement
15951,9,3,1013.17,0,Regular,Send targeted promotions to increase engagement
15952,34,4,806.57,0,Regular,Send targeted promotions to increase engagement
15953,15,18,3669.5499999999997,0,Regular,Send targeted promotions to increase engagement
15954,589,1,190.75,1,at-risk,Re-engagement campaigns and special offers
15955,24,22,8658.36,0,Regular,Send targeted promotions to increase engagement
15956,551,2,617.6,1,at-risk,Re-engagement campaigns and special offers
15957,32,3,930.1,0,Regular,Send targeted promotions to increase engagement
15958,74,4,492.99,0,Regular,Send targeted promotions to increase engagement
15959,682,3,579.49,1,at-risk,Re-engagement campaigns and special offers
15960,374,4,410.95,1,at-risk,Re-engagement campaigns and special offers
15961,379,1,451.28999999999996,1,at-risk,Re-engagement campaigns and special offers
15962,449,1,295.83,1,at-risk,Re-engagement campaigns and special offers
15963,20,2,470.76,0,Regular,Send targeted promotions to increase engagement
15964,663,1,272.96000000000004,1,at-risk,Re-engagement campaigns and special offers
15965,17,13,3013.09,0,Regular,Send targeted promotions to increase engagement
15966,451,1,426.53000000000003,1,at-risk,Re-engagement campaigns and special offers
15967,23,12,3041.6,0,Regular,Send targeted promotions to increase engagement
15968,388,1,418.05,1,at-risk,Re-engagement campaigns and special offers
15969,3,5,1127.05,0,Regular,Send targeted promotions to increase engagement
15970,304,2,1017.32,1,at-risk,Re-engagement campaigns and special offers
15971,18,18,5902.83,0,Regular,Send targeted promotions to increase engagement
15972,456,5,1810.27,1,at-risk,Re-engagement campaigns and special offers
15973,367,3,988.44,1,at-risk,Re-engagement campaigns and special offers
15974,39,7,3442.15,0,Regular,Send targeted promotions to increase engagement
15975,84,1,371.01,0,Regular,Send targeted promotions to increase engagement
15976,165,6,1746.6399999999999,0,Regular,Send targeted promotions to increase engagement
15977,17,2,1054.73,0,Regular,Send targeted promotions to increase engagement
15978,77,3,3279.42,0,Regular,Send targeted promotions to increase engagement
15979,603,1,329.22,1,at-risk,Re-engagement campaigns and special offers
15980,89,7,6593.68,0,Regular,Send targeted promotions to increase engagement
15981,25,21,9362.77,0,Regular,Send targeted promotions to increase engagement
15982,605,1,324.51,1,at-risk,Re-engagement campaigns and special offers
15983,22,8,3958.8199999999997,0,Regular,Send targeted promotions to increase engagement
15984,3,30,8759.32,0,Regular,Send targeted promotions to increase engagement
15985,123,7,2715.28,0,Regular,Send targeted promotions to increase engagement
15986,30,2,354.42,0,Regular,Send targeted promotions to increase engagement
15987,12,8,1682.13,0,Regular,Send targeted promotions to increase engagement
15988,19,3,770.09,0,Regular,Send targeted promotions to increase engagement
15989,376,2,372.51,1,at-risk,Re-engagement campaigns and special offers
15990,44,7,2010.05,0,Regular,Send targeted promotions to increase engagement
15991,534,1,150.55,1,at-risk,Re-engagement campaigns and special offers
15992,4,3,896.6,0,Regular,Send targeted promotions to increase engagement
15993,9,7,2797.57,0,Regular,Send targeted promotions to increase engagement
15994,55,3,1202.18,0,Regular,Send targeted promotions to increase engagement
15995,414,1,696.19,1,at-risk,Re-engagement campaigns and special offers
15996,88,7,1686.9,0,Regular,Send targeted promotions to increase engagement
15998,37,16,8308.34,0,Regular,Send targeted promotions to increase engagement
15999,736,1,20.4,1,at-risk,Re-engagement campaigns and special offers
16000,3,3,12393.7,0,Regular,Send targeted promotions to increase engagement
16001,381,1,583.39,1,at-risk,Re-engagement campaigns and special offers
16002,625,1,169.21,1,at-risk,Re-engagement campaigns and special offers
16003,30,10,5613.83,0,Regular,Send targeted promotions to increase engagement
16004,475,5,2146.39,1,at-risk,Re-engagement campaigns and special offers
16005,12,10,2436.22,0,Regular,Send targeted promotions to increase engagement
16006,211,2,347.17,0,Regular,Send targeted promotions to increase engagement
16007,48,7,3075.14,0,Regular,Send targeted promotions to increase engagement
16008,24,15,5384.13,0,Regular,Send targeted promotions to increase engagement
16009,22,4,992.71,0,Regular,Send targeted promotions to increase engagement
16010,246,11,1724.06,0,Regular,Send targeted promotions to increase engagement
16011,8,29,5880.46,0,Regular,Send targeted promotions to increase engagement
16012,35,5,2989.79,0,Regular,Send targeted promotions to increase engagement
16013,4,84,57446.44,2,High-value,Loyalty programs and personalized discounts
16014,38,5,1130.27,0,Regular,Send targeted promotions to increase engagement
16015,4,3,705.39,0,Regular,Send targeted promotions to increase engagement
16016,3,11,2533.94,0,Regular,Send targeted promotions to increase engagement
16017,47,5,1553.83,0,Regular,Send targeted promotions to increase engagement
16018,39,4,698.13,0,Regular,Send targeted promotions to increase engagement
16019,47,27,17465.85,0,Regular,Send targeted promotions to increase engagement
16020,17,3,851.01,0,Regular,Send targeted promotions to increase engagement
16021,395,2,532.25,1,at-risk,Re-engagement campaigns and special offers
16022,260,1,628.28,1,at-risk,Re-engagement campaigns and special offers
16023,46,3,719.81,0,Regular,Send targeted promotions to increase engagement
16024,12,3,484.2,0,Regular,Send targeted promotions to increase engagement
16025,30,1,439.65999999999997,0,Regular,Send targeted promotions to increase engagement
16026,43,1,236.09,0,Regular,Send targeted promotions to increase engagement
16027,92,15,2048.36,0,Regular,Send targeted promotions to increase engagement
16028,596,1,82.2,1,at-risk,Re-engagement campaigns and special offers
16029,39,107,122209.14,2,High-value,Loyalty programs and personalized discounts
16030,310,1,331.24,1,at-risk,Re-engagement campaigns and special offers
16031,92,2,548.94,0,Regular,Send targeted promotions to increase engagement
16032,456,6,1970.45,1,at-risk,Re-engagement campaigns and special offers
16033,6,27,10836.13,0,Regular,Send targeted promotions to increase engagement
16034,196,6,928.72,0,Regular,Send targeted promotions to increase engagement
16035,560,1,217.73,1,at-risk,Re-engagement campaigns and special offers
16036,87,4,2556.84,0,Regular,Send targeted promotions to increase engagement
16037,270,5,1509.34,1,at-risk,Re-engagement campaigns and special offers
16038,8,3,471.78000000000003,0,Regular,Send targeted promotions to increase engagement
16039,424,2,456.4,1,at-risk,Re-engagement campaigns and special offers
16040,65,7,2416.9,0,Regular,Send targeted promotions to increase engagement
16041,31,3,3166.4,0,Regular,Send targeted promotions to increase engagement
16042,22,8,2265.12,0,Regular,Send targeted promotions to increase engagement
16043,38,8,1856.5900000000001,0,Regular,Send targeted promotions to increase engagement
16044,435,1,340.84000000000003,1,at-risk,Re-engagement campaigns and special offers
16045,120,8,3434.9300000000003,0,Regular,Send targeted promotions to increase engagement
16046,562,1,235.78,1,at-risk,Re-engagement campaigns and special offers
16047,682,1,107.14,1,at-risk,Re-engagement campaigns and special offers
16048,373,4,1075.23,1,at-risk,Re-engagement campaigns and special offers
16049,40,6,1899.68,0,Regular,Send targeted promotions to increase engagement
16050,174,3,300.7,0,Regular,Send targeted promotions to increase engagement
16051,682,1,188.44,1,at-risk,Re-engagement campaigns and special offers
16052,54,1,362.06,0,Regular,Send targeted promotions to increase engagement
16053,33,6,3634.84,0,Regular,Send targeted promotions to increase engagement
16054,145,4,2111.88,0,Regular,Send targeted promotions to increase engagement
16055,221,1,134.8,0,Regular,Send targeted promotions to increase engagement
16056,45,1,664.85,0,Regular,Send targeted promotions to increase engagement
16057,16,10,3854.85,0,Regular,Send targeted promotions to increase engagement
16058,406,1,62.7,1,at-risk,Re-engagement campaigns and special offers
16059,66,12,3217.77,0,Regular,Send targeted promotions to increase engagement
16060,401,3,541.95,1,at-risk,Re-engagement campaigns and special offers
16061,431,1,89.65,1,at-risk,Re-engagement campaigns and special offers
16062,10,8,2863.45,0,Regular,Send targeted promotions to increase engagement
16063,260,1,335.32,1,at-risk,Re-engagement campaigns and special offers
16064,725,1,111.0,1,at-risk,Re-engagement campaigns and special offers
16065,365,8,2382.62,1,at-risk,Re-engagement campaigns and special offers
16066,17,5,1521.87,0,Regular,Send targeted promotions to increase engagement
16067,563,3,3395.29,1,at-risk,Re-engagement campaigns and special offers
16068,594,1,122.93,1,at-risk,Re-engagement campaigns and special offers
16069,418,1,457.7,1,at-risk,Re-engagement campaigns and special offers
16070,22,2,852.15,0,Regular,Send targeted promotions to increase engagement
16071,45,4,1076.8,0,Regular,Send targeted promotions to increase engagement
16072,288,4,4328.89,1,at-risk,Re-engagement campaigns and special offers
16073,297,1,122.39999999999999,1,at-risk,Re-engagement campaigns and special offers
16074,390,1,265.25,1,at-risk,Re-engagement campaigns and special offers
16075,503,2,736.9300000000001,1,at-risk,Re-engagement campaigns and special offers
16076,3,10,2234.73,0,Regular,Send targeted promotions to increase engagement
16077,626,1,2300.4,1,at-risk,Re-engagement campaigns and special offers
16078,284,2,362.99,1,at-risk,Re-engagement campaigns and special offers
16079,17,3,1352.0,0,Regular,Send targeted promotions to increase engagement
16080,82,4,602.5600000000001,0,Regular,Send targeted promotions to increase engagement
16081,56,8,4460.18,0,Regular,Send targeted promotions to increase engagement
16082,670,1,106.75,1,at-risk,Re-engagement campaigns and special offers
16083,101,4,2351.42,0,Regular,Send targeted promotions to increase engagement
16084,299,1,436.18,1,at-risk,Re-engagement campaigns and special offers
16085,23,12,2343.53,0,Regular,Send targeted promotions to increase engagement
16086,59,10,2864.9900000000002,0,Regular,Send targeted promotions to increase engagement
16087,389,5,1739.92,1,at-risk,Re-engagement campaigns and special offers
16088,576,2,1437.43,1,at-risk,Re-engagement campaigns and special offers
16089,386,2,271.44,1,at-risk,Re-engagement campaigns and special offers
16090,624,1,205.91,1,at-risk,Re-engagement campaigns and special offers
16091,155,2,315.06,0,Regular,Send targeted promotions to increase engagement
16092,115,6,1587.94,0,Regular,Send targeted promotions to increase engagement
16093,107,1,17.0,0,Regular,Send targeted promotions to increase engagement
16094,12,11,3695.56,0,Regular,Send targeted promotions to increase engagement
16095,456,1,447.05,1,at-risk,Re-engagement campaigns and special offers
16096,264,4,1584.97,1,at-risk,Re-engagement campaigns and special offers
16097,240,1,185.04999999999998,0,Regular,Send targeted promotions to increase engagement
16098,88,14,4448.1,0,Regular,Send targeted promotions to increase engagement
16099,50,7,1573.2,0,Regular,Send targeted promotions to increase engagement
16100,463,1,582.64,1,at-risk,Re-engagement campaigns and special offers
16101,71,4,3229.16,0,Regular,Send targeted promotions to increase engagement
16102,42,3,1842.14,0,Regular,Send targeted promotions to increase engagement
16103,7,22,6191.71,0,Regular,Send targeted promotions to increase engagement
16104,62,9,2778.61,0,Regular,Send targeted promotions to increase engagement
16105,249,5,2386.19,0,Regular,Send targeted promotions to increase engagement
16106,66,1,108.38,0,Regular,Send targeted promotions to increase engagement
16107,18,7,3204.1600000000003,0,Regular,Send targeted promotions to increase engagement
16108,85,4,2235.92,0,Regular,Send targeted promotions to increase engagement
16109,219,3,939.48,0,Regular,Send targeted promotions to increase engagement
16110,45,4,1819.27,0,Regular,Send targeted promotions to increase engagement
16111,428,1,562.48,1,at-risk,Re-engagement campaigns and special offers
16112,143,4,195.73999999999998,0,Regular,Send targeted promotions to increase engagement
16113,183,1,161.38,0,Regular,Send targeted promotions to increase engagement
16114,171,1,135.75000000000003,0,Regular,Send targeted promotions to increase engagement
16115,10,12,2575.14,0,Regular,Send targeted promotions to increase engagement
16116,212,1,612.78,0,Regular,Send targeted promotions to increase engagement
16117,190,3,654.4,0,Regular,Send targeted promotions to increase engagement
16118,653,1,4376.25,1,at-risk,Re-engagement campaigns and special offers
16119,8,8,1720.81,0,Regular,Send targeted promotions to increase engagement
16120,59,6,3056.91,0,Regular,Send targeted promotions to increase engagement
16121,57,5,1477.09,0,Regular,Send targeted promotions to increase engagement
16122,73,6,1001.34,0,Regular,Send targeted promotions to increase engagement
16123,52,1,307.78,0,Regular,Send targeted promotions to increase engagement
16124,317,4,1772.49,1,at-risk,Re-engagement campaigns and special offers
16125,367,14,4587.65,1,at-risk,Re-engagement campaigns and special offers
16126,29,15,14646.800000000001,0,Regular,Send targeted promotions to increase engagement
16127,39,2,801.31,0,Regular,Send targeted promotions to increase engagement
16128,18,11,3801.05,0,Regular,Send targeted promotions to increase engagement
16129,407,3,1396.05,1,at-risk,Re-engagement campaigns and special offers
16130,422,4,987.48,1,at-risk,Re-engagement campaigns and special offers
16131,52,12,9957.42,0,Regular,Send targeted promotions to increase engagement
16132,544,2,664.1999999999999,1,at-risk,Re-engagement campaigns and special offers
16133,4,56,22992.260000000002,0,Regular,Send targeted promotions to increase engagement
16134,22,5,2145.34,0,Regular,Send targeted promotions to increase engagement
16135,263,2,819.45,1,at-risk,Re-engagement campaigns and special offers
16136,60,4,946.8,0,Regular,Send targeted promotions to increase engagement
16137,680,1,422.7,1,at-risk,Re-engagement campaigns and special offers
16138,379,3,910.35,1,at-risk,Re-engagement campaigns and special offers
16139,19,5,1111.15,0,Regular,Send targeted promotions to increase engagement
16140,66,3,1557.6000000000001,0,Regular,Send targeted promotions to increase engagement
16141,88,2,955.94,0,Regular,Send targeted promotions to increase engagement
16142,250,1,535.34,0,Regular,Send targeted promotions to increase engagement
16143,3,12,4910.83,0,Regular,Send targeted promotions to increase engagement
16144,247,1,175.2,0,Regular,Send targeted promotions to increase engagement
16145,9,19,6805.4400000000005,0,Regular,Send targeted promotions to increase engagement
16146,157,4,946.38,0,Regular,Send targeted promotions to increase engagement
16147,134,5,2398.91,0,Regular,Send targeted promotions to increase engagement
16148,296,2,386.62,1,at-risk,Re-engagement campaigns and special offers
16149,5,3,422.22,0,Regular,Send targeted promotions to increase engagement
16150,43,10,4395.59,0,Regular,Send targeted promotions to increase engagement
16152,269,1,1829.04,1,at-risk,Re-engagement campaigns and special offers
16153,50,11,5133.49,0,Regular,Send targeted promotions to increase engagement
16155,382,5,796.9,1,at-risk,Re-engagement campaigns and special offers
16156,9,20,6218.18,0,Regular,Send targeted promotions to increase engagement
16157,16,3,656.69,0,Regular,Send targeted promotions to increase engagement
16158,522,9,628.32,1,at-risk,Re-engagement campaigns and special offers
16159,282,4,1232.79,1,at-risk,Re-engagement campaigns and special offers
16160,65,2,1025.44,0,Regular,Send targeted promotions to increase engagement
16161,2,43,12831.8,0,Regular,Send targeted promotions to increase engagement
16162,252,1,37.4,1,at-risk,Re-engagement campaigns and special offers
16163,232,6,2849.58,0,Regular,Send targeted promotions to increase engagement
16164,17,3,822.48,0,Regular,Send targeted promotions to increase engagement
16165,505,1,79.9,1,at-risk,Re-engagement campaigns and special offers
16166,428,2,435.83,1,at-risk,Re-engagement campaigns and special offers
16167,414,5,1386.1200000000001,1,at-risk,Re-engagement campaigns and special offers
16168,11,66,10636.47,0,Regular,Send targeted promotions to increase engagement
16169,8,4,1822.97,0,Regular,Send targeted promotions to increase engagement
16170,51,20,6869.0,0,Regular,Send targeted promotions to increase engagement
16171,59,1,73.2,0,Regular,Send targeted promotions to increase engagement
16172,95,8,1884.55,0,Regular,Send targeted promotions to increase engagement
16173,16,6,1418.32,0,Regular,Send targeted promotions to increase engagement
16174,126,7,2246.75,0,Regular,Send targeted promotions to increase engagement
16175,94,7,1836.44,0,Regular,Send targeted promotions to increase engagement
16176,421,4,2052.69,1,at-risk,Re-engagement campaigns and special offers
16177,50,8,2247.31,0,Regular,Send targeted promotions to increase engagement
16178,138,2,612.6,0,Regular,Send targeted promotions to increase engagement
16179,61,1,215.83,0,Regular,Send targeted promotions to increase engagement
16180,100,13,16249.87,0,Regular,Send targeted promotions to increase engagement
16181,73,1,305.54,0,Regular,Send targeted promotions to increase engagement
16182,72,9,9971.65,0,Regular,Send targeted promotions to increase engagement
16183,67,4,1077.81,0,Regular,Send targeted promotions to increase engagement
16184,64,6,1158.79,0,Regular,Send targeted promotions to increase engagement
16185,17,3,644.72,0,Regular,Send targeted promotions to increase engagement
16186,23,26,9026.11,0,Regular,Send targeted promotions to increase engagement
16187,32,15,6911.4400000000005,0,Regular,Send targeted promotions to increase engagement
16188,45,5,1087.66,0,Regular,Send targeted promotions to increase engagement
16189,16,2,215.48,0,Regular,Send targeted promotions to increase engagement
16190,40,8,2723.55,0,Regular,Send targeted promotions to increase engagement
16191,3,24,15688.02,0,Regular,Send targeted promotions to increase engagement
16192,736,1,351.3,1,at-risk,Re-engagement campaigns and special offers
16193,237,2,630.43,0,Regular,Send targeted promotions to increase engagement
